dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WN18RRInductive:v2,218.14671325683594,0.6872701048851013,0.6367371082305908,0.7147887349128723,0.7758216261863708,0.8766354322433472,127.941,1701375488
