dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
NLIngram:25,188.5013427734375,0.3612498641014099,0.27688172459602356,0.4079301059246063,0.5154569745063782,0.8771032691001892,231.297,1705345536
