dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
NLIngram:50,169.66531372070312,0.37282076478004456,0.2916181683540344,0.4086146652698517,0.51862633228302,0.8939515352249146,295.787,1706653184
