dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WikiTopicsMT3:art,765.371337890625,0.2683667838573456,0.18005138635635376,0.3053324818611145,0.4331834018230438,0.8623809218406677,5584.861,2083498496
