dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
HM:1k,1771.939208984375,0.07341521233320236,0.04516806825995445,0.06092437356710434,0.13445378839969635,0.6653873324394226,592.774,2069540864
