dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WKIngram:100,1200.8243408203125,0.16213259100914001,0.10320284962654114,0.18138344585895538,0.2841414511203766,0.7939167618751526,6496.531,2448266240
