dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WKIngram:75,254.44317626953125,0.3553409278392792,0.2648601233959198,0.4138985872268677,0.5074300765991211,0.8125960826873779,335.575,1706003968
