dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WikiTopicsMT4:health,281.9732666015625,0.6668350100517273,0.6218438148498535,0.6799765229225159,0.7727539539337158,0.9521648287773132,2569.054,2074987520
