dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
HM:3k,5123.0244140625,0.05850199609994888,0.03595255687832832,0.060785770416259766,0.09970349073410034,0.5890592932701111,3396.039,3651790336
