dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
NLIngram:100,74.35246276855469,0.42282789945602417,0.3240857422351837,0.4760403633117676,0.6027742624282837,0.9322531223297119,260.261,1696863232
