dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WN18RRInductive:v4,699.7727661132812,0.6377889513969421,0.6030818223953247,0.6507261991500854,0.7061636447906494,0.8455673456192017,1154.744,1727529984
