dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WN18RRInductive:v3,675.97509765625,0.3950859010219574,0.33508312702178955,0.42213472723960876,0.5109361410140991,0.7781713604927063,350.657,1717819904
