dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WKIngram:25,244.88418579101562,0.2618839144706726,0.15915119647979736,0.30813440680503845,0.4655172526836395,0.8580114245414734,517.289,1393174016
