dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
NELLInductive:v3,75.48487854003906,0.5953395962715149,0.5027778148651123,0.6462963223457336,0.7632716298103333,0.9724153876304626,240.294,1718020608
