dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WikiTopicsMT4:sci,622.2968139648438,0.29635363817214966,0.2114553302526474,0.3270893394947052,0.4628962278366089,0.8869620561599731,1825.754,2078249984
