dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WikiTopicsMT2:org,3235.050048828125,0.09612952917814255,0.06104055792093277,0.10139287263154984,0.15915608406066895,0.5268293619155884,2564.383,2075548672
