dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WikiTopicsMT2:sci,695.2363891601562,0.2706710994243622,0.19787879288196564,0.2984848618507385,0.3930303156375885,0.8849201202392578,3895.219,2074374656
