dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
NLIngram:75,84.6268539428711,0.32685938477516174,0.23558484017848969,0.35749587416648865,0.5140032768249512,0.9426464438438416,177.084,1700797952
