dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WKIngram:50,1005.9849243164062,0.15326644480228424,0.08806201070547104,0.1706976741552353,0.2916278839111328,0.7941124439239502,2385.249,1995324416
