dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50,eval_seconds,peak_gpu_mem_bytes
WikiTopicsMT1:tax,1059.679931640625,0.2591730058193207,0.17938929796218872,0.2914394736289978,0.4007633328437805,0.8341505527496338,7668.373,2073494016
