dataset,mr,mrr,hits@1,hits@3,hits@10,hits@10_50
WikiTopicsMT4:sci,861.5748901367188,0.3004847764968872,0.2114553302526474,0.3458213210105896,0.4650576114654541,0.8703896999359131
